Speed,Steering,HR,Hour,Minute,Second,Millisecond,Flag
45,0,90,0,0,6,800,
45,0,90,0,0,6,900,
45,0,90,0,0,7,0,
45,0,90,0,0,7,100,
45,0,90,0,0,7,200,
45,0,90,0,0,7,300,
45,0,90,0,0,7,400,
45,0,90,0,0,7,500,
45,0,90,0,0,7,600,
45,0,90,0,0,7,700,
45,0,90,0,0,7,800,
45,0,90,0,0,7,900,
45,0,90,0,0,8,0,
45,0,90,0,0,8,100,
45,0,90,0,0,8,200,
45,0,90,0,0,8,300,
45,0,90,0,0,8,400,
45,0,90,0,0,8,500,
45,0,90,0,0,8,600,
45,0,90,0,0,8,700,
45,0,90,0,0,8,800,
45,0,90,0,0,8,900,
45,0,90,0,0,9,0,
45,0,90,0,0,9,100,
45,0,90,0,0,9,200,
45,0,90,0,0,9,300,
45,0,90,0,0,9,400,
45,0,90,0,0,9,500,
45,0,90,0,0,9,600,
45,0,90,0,0,9,700,
45,0,90,0,0,9,800,
45,0,90,0,0,9,900,
45,0,90,0,0,10,0,
45,0,90,0,0,10,100,
45,0,90,0,0,10,200,
45,0,90,0,0,10,300,
45,0,90,0,0,10,400,
45,0,90,0,0,10,500,
45,0,90,0,0,10,600,
45,0,90,0,0,10,700,
45,0,90,0,0,10,800,
45,0,90,0,0,10,900,
45,0,90,0,0,11,0,
45,0,90,0,0,11,100,
45,0,90,0,0,11,200,
45,0,90,0,0,11,300,
45,0,90,0,0,11,400,
45,0,90,0,0,11,500,
45,0,90,0,0,11,600,
45,0,90,0,0,11,700,
45,0,90,0,0,11,800,
45,0,90,0,0,11,900,
45,0,90,0,0,12,0,
45,0,90,0,0,12,100,
45,0,90,0,0,12,200,
45,0,90,0,0,12,300,
45,0,90,0,0,12,400,
45,0,90,0,0,12,500,
45,0,90,0,0,12,600,
45,0,90,0,0,12,700,
45,0,90,0,0,12,800,
45,0,90,0,0,12,900,
45,0,90,0,0,13,0,
45,0,90,0,0,13,100,
45,0,90,0,0,13,200,
45,0,90,0,0,13,300,
45,0,90,0,0,13,400,
45,0,90,0,0,13,500,
45,0,90,0,0,13,600,
45,0,90,0,0,13,700,
45,0,90,0,0,13,800,
45,0,90,0,0,13,900,
45,0,90,0,0,14,0,
45,0,90,0,0,14,100,
45,0,90,0,0,14,200,
45,0,90,0,0,14,300,
45,0,90,0,0,14,400,
45,0,90,0,0,14,500,
45,0,90,0,0,14,600,
45,0,90,0,0,14,700,
45,0,90,0,0,14,800,
45,0,90,0,0,14,900,
45,0,90,0,0,15,0,
45,0,90,0,0,15,100,
45,0,90,0,0,15,200,
45,0,90,0,0,15,300,
45,0,90,0,0,15,400,
45,0,90,0,0,15,500,
45,0,90,0,0,15,600,
45,0,90,0,0,15,700,
45,0,90,0,0,15,800,
45,0,90,0,0,15,900,
45,0,90,0,0,16,0,
45,0,90,0,0,16,100,
45,0,90,0,0,16,200,
45,0,90,0,0,16,300,
45,0,90,0,0,16,400,
45,0,90,0,0,16,500,
45,0,90,0,0,16,600,
45,0,90,0,0,16,700,
45,0,90,0,0,16,800,
45,0,90,0,0,16,900,
45,0,90,0,0,17,0,
45,0,90,0,0,17,100,
45,0,90,0,0,17,200,
45,0,90,0,0,17,300,
45,0,90,0,0,17,400,
45,0,90,0,0,17,500,
45,0,90,0,0,17,600,
45,0,90,0,0,17,700,
45,0,90,0,0,17,800,
45,0,90,0,0,17,900,
45,0,90,0,0,18,0,
45,0,90,0,0,18,100,
45,0,90,0,0,18,200,
45,0,90,0,0,18,300,
45,0,90,0,0,18,400,
45,0,90,0,0,18,500,
45,0,90,0,0,18,600,
45,0,90,0,0,18,700,
45,0,90,0,0,18,800,
45,0,90,0,0,18,900,
45,0,90,0,0,19,0,
45,0,90,0,0,19,100,
45,0,90,0,0,19,200,
45,0,90,0,0,19,300,
45,0,90,0,0,19,400,
45,0,90,0,0,19,500,
45,0,90,0,0,19,600,
45,0,90,0,0,19,700,
45,0,90,0,0,19,800,
45,0,90,0,0,19,900,
45,0,90,0,0,20,0,
45,0,90,0,0,20,100,
45,0,90,0,0,20,200,
45,0,90,0,0,20,300,
45,0,90,0,0,20,400,
45,0,90,0,0,20,500,
45,0,90,0,0,20,600,
45,0,90,0,0,20,700,
45,0,90,0,0,20,800,
45,0,90,0,0,20,900,
45,0,90,0,0,21,0,
45,0,90,0,0,21,100,
45,0,90,0,0,21,200,
45,0,90,0,0,21,300,
45,0,90,0,0,21,400,
45,0,90,0,0,21,500,
45,0,90,0,0,21,600,
45,0,90,0,0,21,700,
45,0,90,0,0,21,800,
45,0,90,0,0,21,900,
45,0,90,0,0,22,0,
45,0,90,0,0,22,100,
45,0,90,0,0,22,200,
45,0,90,0,0,22,300,
45,0,90,0,0,22,400,
45,0,90,0,0,22,500,
45,0,90,0,0,22,600,
45,0,90,0,0,22,700,
45,0,90,0,0,22,800,
45,0,90,0,0,22,900,
45,0,90,0,0,23,0,
45,0,90,0,0,23,100,
45,0,90,0,0,23,200,
45,0,90,0,0,23,300,
45,0,90,0,0,23,400,
45,0,90,0,0,23,500,
45,0,90,0,0,23,600,
45,0,90,0,0,23,700,
45,0,90,0,0,23,800,
45,0,90,0,0,23,900,
45,0,90,0,0,24,0,
45,0,90,0,0,24,100,
45,0,90,0,0,24,200,
45,0,90,0,0,24,300,
45,0,90,0,0,24,400,
45,0,90,0,0,24,500,
45,0,90,0,0,24,600,
45,0,90,0,0,24,700,
45,0,90,0,0,24,800,
45,0,90,0,0,24,900,
45,0,90,0,0,25,0,
45,0,90,0,0,25,100,
45,0,90,0,0,25,200,
45,0,90,0,0,25,300,
45,0,90,0,0,25,400,
45,0,90,0,0,25,500,
45,0,90,0,0,25,600,
45,0,90,0,0,25,700,
45,0,90,0,0,25,800,
45,0,90,0,0,25,900,
45,0,90,0,0,26,0,
45,0,90,0,0,26,100,
45,0,90,0,0,26,200,
45,0,90,0,0,26,300,
45,0,90,0,0,26,400,
45,0,90,0,0,26,500,
45,0,90,0,0,26,600,
45,0,90,0,0,26,700,
45,0,90,0,0,26,800,
45,0,90,0,0,26,900,
45,0,90,0,0,27,0,
45,0,90,0,0,27,100,
45,0,90,0,0,27,200,
45,0,90,0,0,27,300,
45,0,90,0,0,27,400,
45,0,90,0,0,27,500,
45,0,90,0,0,27,600,
45,0,90,0,0,27,700,
45,0,90,0,0,27,800,
45,0,90,0,0,27,900,
45,0,90,0,0,28,0,
45,0,90,0,0,28,100,
47,0,90,0,0,28,200,
49,0,90,0,0,28,300,
51,0,90,0,0,28,400,
53,0,90,0,0,28,500,
55,0,90,0,0,28,600,
55,0,90,0,0,28,700,
55,0,90,0,0,28,800,
55,0,90,0,0,28,900,
55,0,90,0,0,29,0,
55,0,90,0,0,29,100,
55,0,90,0,0,29,200,
55,0,90,0,0,29,300,
55,0,90,0,0,29,400,
55,0,90,0,0,29,500,
55,0,90,0,0,29,600,
55,0,90,0,0,29,700,
55,0,90,0,0,29,800,
55,0,90,0,0,29,900,
55,0,90,0,0,30,0,
55,0,90,0,0,30,100,
55,0,90,0,0,30,200,
55,0,90,0,0,30,300,
55,0,90,0,0,30,400,
55,0,90,0,0,30,500,
55,0,90,0,0,30,600,
55,0,90,0,0,30,700,
55,0,90,0,0,30,800,
55,0,90,0,0,30,900,
55,0,90,0,0,31,0,
55,0,90,0,0,31,100,
55,0,90,0,0,31,200,
55,0,90,0,0,31,300,
55,0,90,0,0,31,400,
55,0,90,0,0,31,500,
55,0,90,0,0,31,600,
55,0,90,0,0,31,700,
55,0,90,0,0,31,800,
55,0,90,0,0,31,900,
55,0,90,0,0,32,0,
55,0,90,0,0,32,100,
55,0,90,0,0,32,200,
55,0,90,0,0,32,300,
55,0,90,0,0,32,400,
55,0,90,0,0,32,500,
55,0,90,0,0,32,600,
55,0,90,0,0,32,700,
55,0,90,0,0,32,800,
55,0,90,0,0,32,900,
55,0,90,0,0,33,0,
55,0,90,0,0,33,100,
55,0,90,0,0,33,200,
55,0,90,0,0,33,300,
55,0,90,0,0,33,400,
55,0,90,0,0,33,500,
55,0,90,0,0,33,600,
55,0,90,0,0,33,700,
55,0,90,0,0,33,800,
55,0,90,0,0,33,900,
55,0,90,0,0,34,0,
55,0,90,0,0,34,100,
55,0,90,0,0,34,200,
55,0,90,0,0,34,300,
55,0,90,0,0,34,400,
55,0,90,0,0,34,500,
55,0,90,0,0,34,600,
55,0,90,0,0,34,700,
55,0,90,0,0,34,800,
55,0,90,0,0,34,900,
55,0,90,0,0,35,0,
55,0,90,0,0,35,100,
55,0,90,0,0,35,200,
55,0,90,0,0,35,300,
55,0,90,0,0,35,400,
55,0,90,0,0,35,500,
55,0,90,0,0,35,600,
55,0,90,0,0,35,700,
55,0,90,0,0,35,800,
55,0,90,0,0,35,900,
55,0,90,0,0,36,0,
55,0,90,0,0,36,100,
55,0,90,0,0,36,200,
55,0,90,0,0,36,300,
55,0,90,0,0,36,400,
55,0,90,0,0,36,500,
55,0,90,0,0,36,600,
55,0,90,0,0,36,700,
55,0,90,0,0,36,800,
55,0,90,0,0,36,900,
55,0,90,0,0,37,0,
55,0,90,0,0,37,100,
55,0,90,0,0,37,200,
55,0,90,0,0,37,300,
55,0,90,0,0,37,400,
55,0,90,0,0,37,500,
55,0,90,0,0,37,600,
55,0,90,0,0,37,700,
55,0,90,0,0,37,800,
55,0,90,0,0,37,900,
55,0,90,0,0,38,0,
55,0,90,0,0,38,100,
55,0,90,0,0,38,200,
55,0,90,0,0,38,300,
55,0,90,0,0,38,400,
55,0,90,0,0,38,500,
55,0,90,0,0,38,600,
55,0,90,0,0,38,700,
55,0,90,0,0,38,800,
55,0,90,0,0,38,900,
55,0,90,0,0,39,0,
55,0,90,0,0,39,100,
53,0,90,0,0,39,200,
51,0,90,0,0,39,300,
49,0,90,0,0,39,400,
47,0,90,0,0,39,500,
45,0,90,0,0,39,600,
43,0,90,0,0,39,700,
41,0,90,0,0,39,800,
39,0,90,0,0,39,900,
37,0,90,0,0,40,0,
35,0,90,0,0,40,100,
33,0,90,0,0,40,200,
32,0,90,0,0,40,300,
31,0,90,0,0,40,400,
30,0,90,0,0,40,500,
30,0,90,0,0,40,600,
30,0,90,0,0,40,700,
30,0,90,0,0,40,800,
30,0,90,0,0,40,900,
30,0,90,0,0,41,0,
30,0,90,0,0,41,100,
30,0,90,0,0,41,200,
30,0,90,0,0,41,300,
30,0,90,0,0,41,400,
30,0,90,0,0,41,500,
30,0,90,0,0,41,600,
30,0,90,0,0,41,700,
30,0,90,0,0,41,800,
30,0,90,0,0,41,900,
30,0,90,0,0,42,0,
30,0,90,0,0,42,100,
30,0,90,0,0,42,200,
30,0,90,0,0,42,300,
30,0,90,0,0,42,400,
30,0,90,0,0,42,500,
30,0,90,0,0,42,600,
30,0,90,0,0,42,700,
30,0,90,0,0,42,800,
30,0,90,0,0,42,900,
30,0,90,0,0,43,0,
30,0,90,0,0,43,100,
30,0,90,0,0,43,200,
30,0,90,0,0,43,300,
30,0,90,0,0,43,400,
30,0,90,0,0,43,500,
30,0,90,0,0,43,600,
30,0,90,0,0,43,700,
30,0,90,0,0,43,800,
30,0,90,0,0,43,900,
30,0,90,0,0,44,0,
30,0,90,0,0,44,100,
30,0,90,0,0,44,200,
30,0,90,0,0,44,300,
30,0,90,0,0,44,400,
30,0,90,0,0,44,500,
30,0,90,0,0,44,600,
30,0,90,0,0,44,700,
30,0,90,0,0,44,800,
30,0,90,0,0,44,900,
30,0,90,0,0,45,0,
30,0,90,0,0,45,100,
30,0,90,0,0,45,200,
30,0,90,0,0,45,300,
30,0,90,0,0,45,400,
30,0,90,0,0,45,500,
30,0,90,0,0,45,600,
30,0,90,0,0,45,700,
30,0,90,0,0,45,800,
30,0,90,0,0,45,900,
30,0,90,0,0,46,0,
30,0,90,0,0,46,100,
30,0,90,0,0,46,200,
30,0,90,0,0,46,300,
30,0,90,0,0,46,400,
30,0,90,0,0,46,500,
30,0,90,0,0,46,600,
30,0,90,0,0,46,700,
30,0,90,0,0,46,800,
30,0,90,0,0,46,900,
30,0,90,0,0,47,0,
30,0,90,0,0,47,100,
30,0,90,0,0,47,200,
30,0,90,0,0,47,300,
30,0,90,0,0,47,400,
30,0,90,0,0,47,500,
30,0,90,0,0,47,600,
30,0,90,0,0,47,700,
30,0,90,0,0,47,800,
30,0,90,0,0,47,900,
30,0,90,0,0,48,0,
30,0,90,0,0,48,100,
30,0,90,0,0,48,200,
30,0,90,0,0,48,300,
30,0,90,0,0,48,400,
30,0,90,0,0,48,500,
30,0,90,0,0,48,600,
30,0,90,0,0,48,700,
30,0,90,0,0,48,800,
30,0,90,0,0,48,900,
30,0,90,0,0,49,0,
30,0,90,0,0,49,100,
30,0,90,0,0,49,200,
30,0,90,0,0,49,300,
30,0,90,0,0,49,400,
30,0,90,0,0,49,500,
30,0,90,0,0,49,600,
30,0,90,0,0,49,700,
30,0,90,0,0,49,800,
30,0,90,0,0,49,900,
30,0,90,0,0,50,0,
30,0,90,0,0,50,100,
30,0,90,0,0,50,200,
30,0,90,0,0,50,300,
30,0,90,0,0,50,400,
30,0,90,0,0,50,500,
30,0,90,0,0,50,600,
30,0,90,0,0,50,700,
30,0,90,0,0,50,800,
30,0,90,0,0,50,900,
30,0,90,0,0,51,0,
30,0,90,0,0,51,100,
30,0,90,0,0,51,200,
30,0,90,0,0,51,300,
30,0,90,0,0,51,400,
30,0,90,0,0,51,500,
30,0,90,0,0,51,600,
30,0,90,0,0,51,700,
30,0,90,0,0,51,800,
30,0,90,0,0,51,900,
30,0,90,0,0,52,0,
30,0,90,0,0,52,100,
30,0,90,0,0,52,200,
30,0,90,0,0,52,300,
30,0,90,0,0,52,400,
30,0,90,0,0,52,500,
30,0,90,0,0,52,600,
30,0,90,0,0,52,700,
30,0,90,0,0,52,800,
30,0,90,0,0,52,900,
30,0,90,0,0,53,0,
30,0,90,0,0,53,100,
30,0,90,0,0,53,200,
30,0,90,0,0,53,300,
30,0,90,0,0,53,400,
30,0,90,0,0,53,500,
30,0,90,0,0,53,600,
30,0,90,0,0,53,700,
30,0,90,0,0,53,800,
30,0,90,0,0,53,900,
30,0,90,0,0,54,0,
30,0,90,0,0,54,100,
30,0,90,0,0,54,200,
30,0,90,0,0,54,300,
30,0,90,0,0,54,400,
30,0,90,0,0,54,500,
30,0,90,0,0,54,600,
30,0,90,0,0,54,700,
30,0,90,0,0,54,800,
30,0,90,0,0,54,900,
30,0,90,0,0,55,0,
30,0,90,0,0,55,100,
30,0,90,0,0,55,200,
30,0,90,0,0,55,300,
30,0,90,0,0,55,400,
30,0,90,0,0,55,500,
30,0,90,0,0,55,600,
30,0,90,0,0,55,700,
30,0,90,0,0,55,800,
30,0,90,0,0,55,900,
30,0,90,0,0,56,0,
30,0,90,0,0,56,100,
30,0,90,0,0,56,200,
30,0,90,0,0,56,300,
30,0,90,0,0,56,400,
30,0,90,0,0,56,500,
30,0,90,0,0,56,600,
30,0,90,0,0,56,700,
30,0,90,0,0,56,800,
30,0,90,0,0,56,900,
30,0,90,0,0,57,0,
30,0,90,0,0,57,100,
30,0,90,0,0,57,200,
30,0,90,0,0,57,300,
30,0,90,0,0,57,400,
30,0,90,0,0,57,500,
30,0,90,0,0,57,600,
30,0,90,0,0,57,700,
30,0,90,0,0,57,800,
30,0,90,0,0,57,900,
30,0,90,0,0,58,0,
30,0,90,0,0,58,100,
30,0,90,0,0,58,200,
30,0,90,0,0,58,300,
30,0,90,0,0,58,400,
30,0,90,0,0,58,500,
30,0,90,0,0,58,600,
30,0,90,0,0,58,700,
30,0,90,0,0,58,800,
30,0,90,0,0,58,900,
30,0,90,0,0,59,0,
30,0,90,0,0,59,100,
30,0,90,0,0,59,200,
30,0,90,0,0,59,300,
30,0,90,0,0,59,400,
30,0,90,0,0,59,500,
30,0,90,0,0,59,600,
30,0,90,0,0,59,700,
30,0,90,0,0,59,800,
30,0,90,0,0,59,900,
30,0,90,0,1,0,0,
30,0,90,0,1,0,100,
30,0,90,0,1,0,200,
30,0,90,0,1,0,300,
30,0,90,0,1,0,400,
30,0,90,0,1,0,500,
30,0,90,0,1,0,600,
30,0,90,0,1,0,700,
30,0,90,0,1,0,800,
30,0,90,0,1,0,900,
30,0,90,0,1,1,0,
30,0,90,0,1,1,100,
30,0,90,0,1,1,200,
30,0,90,0,1,1,300,
30,0,90,0,1,1,400,
30,0,90,0,1,1,500,
30,0,90,0,1,1,600,
30,0,90,0,1,1,700,
30,0,90,0,1,1,800,
30,0,90,0,1,1,900,
30,0,90,0,1,2,0,
30,0,90,0,1,2,100,
30,0,90,0,1,2,200,
30,0,90,0,1,2,300,
30,0,90,0,1,2,400,
30,0,90,0,1,2,500,
30,0,90,0,1,2,600,
30,0,90,0,1,2,700,
30,0,90,0,1,2,800,
30,0,90,0,1,2,900,
30,0,90,0,1,3,0,
30,0,90,0,1,3,100,
30,0,90,0,1,3,200,
30,0,90,0,1,3,300,
30,0,90,0,1,3,400,
30,0,90,0,1,3,500,
30,0,90,0,1,3,600,
30,0,90,0,1,3,700,
30,0,90,0,1,3,800,
30,0,90,0,1,3,900,
30,0,90,0,1,4,0,
30,0,90,0,1,4,100,
30,0,90,0,1,4,200,
30,0,90,0,1,4,300,
30,0,90,0,1,4,400,
30,0,90,0,1,4,500,
30,0,90,0,1,4,600,
30,0,90,0,1,4,700,
30,0,90,0,1,4,800,
30,0,90,0,1,4,900,
30,0,90,0,1,5,0,
30,0,90,0,1,5,100,
30,0,90,0,1,5,200,
30,0,90,0,1,5,300,
30,0,90,0,1,5,400,
30,0,90,0,1,5,500,
30,0,90,0,1,5,600,
30,0,90,0,1,5,700,
30,0,90,0,1,5,800,
30,0,90,0,1,5,900,
30,0,90,0,1,6,0,
30,0,90,0,1,6,100,
30,0,90,0,1,6,200,
30,0,90,0,1,6,300,
30,0,90,0,1,6,400,
30,0,90,0,1,6,500,
30,0,90,0,1,6,600,
30,0,90,0,1,6,700,
30,0,90,0,1,6,800,
30,0,90,0,1,6,900,
30,0,90,0,1,7,0,
30,0,90,0,1,7,100,
30,0,90,0,1,7,200,
30,0,90,0,1,7,300,
30,0,90,0,1,7,400,
30,0,90,0,1,7,500,
30,0,90,0,1,7,600,
30,0,90,0,1,7,700,
30,0,90,0,1,7,800,
30,0,90,0,1,7,900,
30,0,90,0,1,8,0,
30,0,90,0,1,8,100,
30,0,90,0,1,8,200,
30,0,90,0,1,8,300,
30,0,90,0,1,8,400,
30,0,90,0,1,8,500,
30,0,90,0,1,8,600,
30,0,90,0,1,8,700,
30,0,90,0,1,8,800,
30,0,90,0,1,8,900,
30,0,90,0,1,9,0,
30,0,90,0,1,9,100,
30,0,90,0,1,9,200,
30,0,90,0,1,9,300,
30,0,90,0,1,9,400,
30,0,90,0,1,9,500,
30,0,90,0,1,9,600,
30,0,90,0,1,9,700,
30,0,90,0,1,9,800,
30,0,90,0,1,9,900,
30,0,90,0,1,10,0,
30,0,90,0,1,10,100,
30,0,90,0,1,10,200,
30,0,90,0,1,10,300,
30,0,90,0,1,10,400,
30,0,90,0,1,10,500,
30,0,90,0,1,10,600,
30,0,90,0,1,10,700,
30,0,90,0,1,10,800,
30,0,90,0,1,10,900,
30,0,120,0,1,11,0,
30,0,120,0,1,11,100,
30,0,120,0,1,11,200,
30,0,120,0,1,11,300,
30,0,120,0,1,11,400,
30,0,120,0,1,11,500,
30,0,120,0,1,11,600,
30,0,120,0,1,11,700,
30,0,120,0,1,11,800,
35,0,120,0,1,11,900,
40,0,120,0,1,12,0,
45,0,120,0,1,12,100,
50,0,120,0,1,12,200,
55,0,120,0,1,12,300,
60,0,120,0,1,12,400,
60,0,120,0,1,12,500,
60,0,120,0,1,12,600,
60,0,120,0,1,12,700,
60,0,120,0,1,12,800,
60,0,120,0,1,12,900,
60,0,120,0,1,13,0,
60,0,120,0,1,13,100,
60,0,120,0,1,13,200,
60,0,120,0,1,13,300,
60,0,120,0,1,13,400,
60,0,120,0,1,13,500,
60,0,120,0,1,13,600,
60,0,120,0,1,13,700,
60,0,120,0,1,13,800,
60,0,120,0,1,13,900,
60,0,120,0,1,14,0,
60,0,120,0,1,14,100,
60,0,120,0,1,14,200,
60,0,120,0,1,14,300,
60,0,120,0,1,14,400,
60,0,120,0,1,14,500,
60,0,120,0,1,14,600,
60,0,120,0,1,14,700,
60,0,120,0,1,14,800,
60,0,120,0,1,14,900,
60,0,120,0,1,15,0,
60,0,120,0,1,15,100,
60,0,120,0,1,15,200,
60,0,120,0,1,15,300,
60,0,120,0,1,15,400,
60,0,120,0,1,15,500,
60,0,120,0,1,15,600,
60,0,120,0,1,15,700,
60,0,120,0,1,15,800,
60,0,120,0,1,15,900,
60,0,120,0,1,16,0,
60,0,120,0,1,16,100,
60,0,120,0,1,16,200,
60,0,120,0,1,16,300,
60,0,120,0,1,16,400,
60,0,120,0,1,16,500,
60,0,120,0,1,16,600,
60,0,120,0,1,16,700,
60,0,120,0,1,16,800,
60,0,120,0,1,16,900,
60,0,120,0,1,17,0,
60,0,120,0,1,17,100,
60,0,120,0,1,17,200,
60,0,120,0,1,17,300,
60,0,120,0,1,17,400,
60,0,120,0,1,17,500,
60,0,120,0,1,17,600,
60,0,120,0,1,17,700,
60,0,120,0,1,17,800,
60,0,120,0,1,17,900,
60,0,120,0,1,18,0,
60,0,120,0,1,18,100,
60,0,120,0,1,18,200,
60,0,120,0,1,18,300,
60,0,120,0,1,18,400,
60,0,120,0,1,18,500,
60,0,120,0,1,18,600,
60,0,120,0,1,18,700,
60,0,120,0,1,18,800,
60,0,120,0,1,18,900,
60,0,120,0,1,19,0,
60,0,120,0,1,19,100,
60,0,120,0,1,19,200,
60,0,120,0,1,19,300,
60,0,120,0,1,19,400,
60,0,120,0,1,19,500,
60,0,120,0,1,19,600,
60,0,120,0,1,19,700,
60,0,120,0,1,19,800,
60,0,120,0,1,19,900,
60,0,120,0,1,20,0,
60,0,120,0,1,20,100,
60,0,120,0,1,20,200,
60,0,120,0,1,20,300,
60,0,120,0,1,20,400,
60,0,120,0,1,20,500,
60,0,120,0,1,20,600,
60,0,120,0,1,20,700,
60,0,120,0,1,20,800,
60,0,120,0,1,20,900,
60,0,115,0,1,21,0,
60,0,110,0,1,21,100,
60,0,105,0,1,21,200,
60,0,100,0,1,21,300,
60,0,95,0,1,21,400,
60,0,90,0,1,21,500,
60,0,90,0,1,21,600,
60,0,90,0,1,21,700,
60,0,90,0,1,21,800,
60,0,90,0,1,21,900,
60,0,90,0,1,22,0,
60,0,90,0,1,22,100,
60,0,90,0,1,22,200,
60,0,90,0,1,22,300,
60,0,90,0,1,22,400,
60,0,90,0,1,22,500,
60,0,90,0,1,22,600,
60,0,90,0,1,22,700,
60,0,90,0,1,22,800,
60,0,90,0,1,22,900,
60,0,90,0,1,23,0,
60,0,90,0,1,23,100,
60,0,90,0,1,23,200,
60,0,90,0,1,23,300,
60,0,90,0,1,23,400,
60,0,90,0,1,23,500,
60,0,90,0,1,23,600,
60,0,90,0,1,23,700,
60,0,90,0,1,23,800,
60,0,90,0,1,23,900,
60,0,90,0,1,24,0,
60,0,90,0,1,24,100,
60,0,90,0,1,24,200,
60,0,90,0,1,24,300,
60,0,90,0,1,24,400,
60,0,90,0,1,24,500,
60,0,90,0,1,24,600,
60,0,90,0,1,24,700,
60,0,90,0,1,24,800,
60,0,90,0,1,24,900,
60,0,90,0,1,25,0,
60,0,90,0,1,25,100,
60,0,90,0,1,25,200,
60,0,90,0,1,25,300,
60,0,90,0,1,25,400,
60,0,90,0,1,25,500,
60,0,90,0,1,25,600,
60,0,90,0,1,25,700,
60,0,90,0,1,25,800,
60,0,90,0,1,25,900,
60,0,90,0,1,26,0,
60,0,90,0,1,26,100,
60,0,90,0,1,26,200,
60,0,90,0,1,26,300,
60,0,90,0,1,26,400,
60,0,90,0,1,26,500,
60,0,90,0,1,26,600,
60,0,90,0,1,26,700,
60,0,90,0,1,26,800,
60,0,90,0,1,26,900,
60,0,90,0,1,27,0,
60,0,90,0,1,27,100,
60,0,90,0,1,27,200,
60,0,90,0,1,27,300,
60,0,90,0,1,27,400,
60,0,90,0,1,27,500,
60,0,90,0,1,27,600,
60,0,90,0,1,27,700,
60,0,90,0,1,27,800,
60,0,90,0,1,27,900,
60,0,90,0,1,28,0,
60,0,90,0,1,28,100,
60,0,90,0,1,28,200,
60,0,90,0,1,28,300,
60,0,90,0,1,28,400,
60,0,90,0,1,28,500,
60,0,90,0,1,28,600,
60,0,90,0,1,28,700,
60,0,90,0,1,28,800,
60,0,90,0,1,28,900,
60,0,90,0,1,29,0,
60,0,90,0,1,29,100,
60,0,90,0,1,29,200,
60,0,90,0,1,29,300,
60,0,90,0,1,29,400,
60,0,90,0,1,29,500,
60,0,90,0,1,29,600,
60,0,90,0,1,29,700,
60,0,90,0,1,29,800,
60,0,90,0,1,29,900,
60,0,90,0,1,30,0,
60,0,90,0,1,30,100,
60,0,90,0,1,30,200,
60,0,90,0,1,30,300,
60,0,90,0,1,30,400,
60,0,90,0,1,30,500,
60,0,90,0,1,30,600,
60,0,90,0,1,30,700,
60,0,90,0,1,30,800,
60,0,90,0,1,30,900,
60,0,90,0,1,31,0,
60,0,90,0,1,31,100,
60,0,90,0,1,31,200,
60,0,90,0,1,31,300,
60,0,90,0,1,31,400,
60,0,90,0,1,31,500,
60,0,90,0,1,31,600,
60,0,90,0,1,31,700,
60,0,90,0,1,31,800,
60,0,90,0,1,31,900,
60,0,90,0,1,32,0,
60,0,90,0,1,32,100,
60,0,90,0,1,32,200,
60,0,90,0,1,32,300,
60,0,90,0,1,32,400,
60,0,90,0,1,32,500,
60,0,90,0,1,32,600,
60,0,90,0,1,32,700,
60,0,90,0,1,32,800,
